name,address,website,phone_number,latitude,longitude,category,reviews_count,reviews_average
Axis Bank ATM,"Global Axis, Plot No 152, Rd, opposite SRI SATHYA SAI SUPER SPECIALITY HOSPITAL, EPIP Zone, Whitefield, Bengaluru, Karnataka 560066",branch.axisbank.com,1860 419 5555,12.98515,77.7045211,bank,,
ICICI Bank,"Prestige Shantiniketan Apt, 8th Tower Itpl Main Road, Psaowa Office, opposite Manipal Hospital, Whitefield, Bengaluru, Karnataka 560066",branch.axisbank.com,1860 500 5555,12.98515,77.7045211,bank,,
City Union Bank Whitefield,"XP9R+M6Q, Borewell Rd, Brooke Bond First Cross, Palm Meadows, Narayanappa Garden, Whitefield, Bengaluru, Karnataka 560066",,,12.98515,77.7045211,bank,,
Bank of Baroda ATM,"295, Main Road, opp. to Mayura Bakery, Dodsworth Layout, Whitefield, Bengaluru, Karnataka 560066",cityunionbank.com,074830 60905,12.98515,77.7045211,bank,,
State Bank of India ATM,"NO.274 1ST FLOOR, 2nd Main Rd, Whitefield, Bengaluru, Karnataka 560066",bankofbaroda.in,1800 258 4455,12.98515,77.7045211,bank,,
ICICI Bank,"Whitefield Main Rd, Maithri Layout, Kadugodi, Bengaluru, Karnataka 560067",branch-atm-locator.bank.sbi,1800 11 2211,12.98515,77.7045211,bank,,
Axis Bank ATM,"XQW6+W78, Station Rd, Kadugodi, Bengaluru, Karnataka 560067",,,12.9972861,77.7246681,bank,,
Bandhan Bank,"Crescent 1, PRESTIGE SHANTINIKETAN, Whitefield Main Rd, Sadara Mangala Industrial Area, Thigalarapalya, Hoodi, Bengaluru, Karnataka 560048",branch.axisbank.com,1860 500 5555,12.989413,77.6954451,bank,,
BANK OF BARODA ATM,"Ground Floor, Unit G, Anmol Carlson court, 2/2, Whitefield Main Rd, Sathya Sai Layout, Whitefield, Bengaluru, Karnataka 560066",bandhanbank.com,1800 258 8181,12.9752379,77.7148775,bank,,
Bank of baroda CSP,"#7, Below Bank of Baroda, Rd, ITPL Main Rd, near Hope Farm circle, Prasanth Extension, Whitefield, Bengaluru, Karnataka 560066",,,12.9752379,77.7148775,bank,,
Axis Bank ATM,"All in 1cyber cafe, bus Stop, No5 nagondanahalli near milk diary, Nagondanahalli, Bengaluru, Karnataka 560066",,,12.975451,77.7350219,bank,,
Axis Bank ATM,"PRESTIGE SHANTINIKETAN, Whitefield Main Rd, near ITPL Main Road, Thigalarapalya, Krishnarajapura, Bengaluru, Karnataka 560048",branch.axisbank.com,1860 419 5555,12.9941269,77.6927356,bank,,
Axis Bank ATM,"Doddanekundi, No V1B, opposite Whitefield Main Road, Mahadevapura, Bengaluru, Karnataka 560048",branch.axisbank.com,1860 419 5555,12.9904065,77.6707053,bank,,
ICICI BANK ATM,"Sy No 56, PN 1498, Hobli, Shivaji Nagar, Basavanna Nagar, Krishnarajapura, Bengaluru, Karnataka 560076",branch.axisbank.com,1860 500 5555,12.9904065,77.6707053,bank,,
ICICI BANK ATM,"L & T Infotech Limited, Genisys Transport Room, Vijayanagar, KIADB Export Promotion Industrial Area, Whitefield, Bengaluru, Karnataka 560006",icicibank.com,1800 1080,12.9904065,77.6707053,bank,,
ICICI BANK LTD,"483 Patel layout Balagere Main Road Varthur, Uttarahalli Hobli, Bengaluru, Karnataka 560087",icicibank.com,1800 1080,12.938736,77.7069397,bank,,
"ICICI Bank Ltd, Bangalore Whitefield Hope Farm","ATM ID-SPCNF196,Icici Bank Atm , Garudacharpalya Main Road, 48, Mahadevapura, Karnataka 560048",icicibank.com,1800 1080,12.9915199,77.6643372,bank,,
HDFC Bank ATM,"ICICI Bank Ltd, No.937 Hk 147, Sy No 41, Hope Farm, No-Value, Bengaluru, Karnataka 560066",icicibank.com,1800 1080,12.9825662,77.7134003,bank,,
ICICI BANK ATM,"No 433, Property No 42, 1st Cross KR Puram, Pattandur Agrahara, Ambedkar Ngr, Bengaluru, Karnataka 560066",near-me.hdfcbank.com,094267 92001,12.9825662,77.7134003,bank,,
Axis Bank ATM,"22 8 Basavanapura Main Road Gottigere st, Bannerghatta Main Rd, Bengaluru, Karnataka 560083",icicibank.com,1800 1080,13.0100808,77.6723385,bank,,
State Bank of India,"183, 3rd Cross, ITPL Main Rd, Kundalahalli Colony, Bengaluru, Karnataka 560037",branch.axisbank.com,1860 500 5555,12.9692481,77.6753478,bank,,
KARNATAKA GRAMIN BANK,"Sy No 12/1 & 13/1A, HM Tech Park, Pattandur Agrahara, Bengaluru, Karnataka 560066",,1800 11 2211,12.9829723,77.7154549,bank,,
HDFC BANK,"KH 25, Immadihalli Main Rd, Siddappa Layout, Immadihalli, Whitefield, Bengaluru, Karnataka 560066",karnatakagraminbank.com,080 2845 4382,12.9829723,77.7154549,bank,,
ICICI BANK ATM,"XQH3+57F, Pattandur Gutta Kanakadasa Rd, Ambedkar Nagar, Whitefield, Bengaluru, Karnataka 560066",,,12.9829723,77.7154549,bank,,
Canara Bank,"Bus Stop Bangal, No 2 Thubrahalli,Whitefield Post, Varthur Rd, near Thubrahalli, Bengaluru, Karnataka 560066",icicibank.com,1800 1080,12.9555902,77.684288,bank,,
Bank of Baroda,"Bengaluru, Varthur, Karnataka 560087",,,12.9369363,77.7137134,bank,,
State Bank of India ATM,"No. 274,1st Floor, Whitefield Main Road, Bengaluru, Karnataka 560066",,080 2845 2286,12.9683004,77.7134023,bank,,
Axis Bank ATM,"MVJCollege Of Engg, Hoskote Malur Rd, 3G Homes Crimson Layout, Channasandra, Bengaluru, Karnataka 560067",branch-atm-locator.bank.sbi,1800 11 2211,12.9683004,77.7134023,bank,,
Citi Bank ATM,"SN 1, Information Technology Park Ltd, Whitefield Main Rd, Phase 2, Bengaluru, Karnataka 560066",branch.axisbank.com,1860 500 5555,12.9683004,77.7134023,bank,,
ICICI BANK ATM,"XPPP+85F, ITPL Main Rd, Pattandur Agrahara, Whitefield, Bengaluru, Karnataka 560066",,,12.9683004,77.7134023,bank,,
ICICI BANK ATM,"No 2 Rajamma Nilayam Shirdi Nagar Main Road Opposite Samitha Apartments Munekolala, Bengaluru, Karnataka 560037",icicibank.com,1800 1080,12.9494896,77.6780395,bank,,
HDFC Bank ATM,"1cross, No,45, opp, Maheshwaramma Temple Rd, Chikkanna Layout, Mahadevapura, Bengaluru, Karnataka 560048",icicibank.com,1800 1080,12.9915282,77.6541459,bank,,
HDFC Bank ATM,"61/1, Borewell Rd, Nallurahalli Main Rd, Whitefield, Bengaluru, Karnataka 560066",near-me.hdfcbank.com,094267 92001,12.9693983,77.6998782,bank,,
ICICI BANK ATM,"Unit No G05 & G06B, Y17108, Epic, Bengaluru, Karnataka 560066",near-me.hdfcbank.com,094267 92001,12.9693983,77.6998782,bank,,
Union Bank Atm,"Complex Situated On, Golden Blossom Apartment, Icici Bank Atm, Karnataka 560045",,1800 1080,13.0008832,77.7213856,bank,,
HDFC Bank,"AECS Layout, Brookefield, Bengaluru, Karnataka 560037",,,12.9674181,77.6788842,bank,,
ICICI BANK ATM,"1/1, Old, 118, Whitefield Main Rd, opposite Reliance Fresh, Bengaluru, Karnataka 560066",near-me.hdfcbank.com,094267 92001,12.983624,77.7161303,bank,,
State Bank of India ATM,"ICICI Bank ATM, Circle, 400/1, Whitefield Main Rd, Hudi, Hoodi, Bengaluru, Karnataka 560066",icicibank.com,1800 1080,12.9926139,77.6798532,bank,,
Andhra Bank - Ramagondanahalli,"Mascot 90 Munekolal, Marathahalli, Bengaluru, Karnataka 560066",branch-atm-locator.bank.sbi,1800 11 2211,12.9926139,77.6798532,bank,,
ICICI BANK ATM,"62, SH 35, Brooke Bond First Cross, Narayanappa Garden, Whitefield, Bengaluru, Karnataka 560066",,,12.9624468,77.7120853,bank,,
